cid,MP
9265,"['10.4 °F (USCG, 1999)', '-8.0 °C']"
91497,"['57-58 °C', 'MP: -10 to 0 °C (mixture of isomers)']"
3034285,"['116 °C', 'MP: 114-116 °C /Technical/']"
31347,"['79 °F (USCG, 1999)', '27.4-27.8 °C']"
10317,"['118-118.5 °C', 'Melting point: Decomposes at 235 °C']"
14950,['136 °C']
13246,['59 °C']
22311,"['-40 °F (USCG, 1999)', '-95.5 °C', '-40 °F']"
7258,"['151 to 154 °F (NTP, 1992)', '68 °C']"
970,['161 °C']
7153,"['93-95 °C', 'MP: 93-94 °C', '94 °C']"
10465,['61.3 °C']
7959,"['-82.8 °F (USCG, 1999)', 'Freezing point = -63.8 °C', '-64 °C', '-83 °F', '-83 °F']"
6561,"['-85 °F (NTP, 1992)', '-65.9 °C', '-65.9 °C', '-65 °C']"
15432,"['286 to 289 °F (EPA, 1998)', '141-143 °C']"
12122,['129 °C']
1044,['214 °C']
8066,"['50 °C', '58 °C']"
8635,"['75 to 77 °F (NTP, 1992)', '24.4 °C', '24 - 25 °C']"
10485,['-16.2 °C']
24821,['55 °C']
25514,"['Sublimes without melting (USCG, 1999)', '542 °C (decomposes)']"
24730,"['113 °F (NTP, 1992)', '45 °C', '45 °C']"
5430,"['579 to 581 °F (NTP, 1992)', '300 °C', '304-305 °C', '300 °C']"
213039,"['74-76', '74 °C (decomposes)']"
5447,"['-10.2 °C', '-10.2 °C', '-18 - -10 °C']"
8134,"['-94 °F (NTP, 1992)', 'Less than -84 °C', '-94 °F']"
5284462,"['203 to 207 °F (NTP, 1992)', '97-98 °C', 'Melting point = 94-97 °C']"
3826,"['162-165 °C (tromethamine salt)', '165 - 167 °C (tromethamine salt)']"
6373,"['-155.18 °C', '-155 °C']"
7855,"['-116 °F (EPA, 1998)', '-83.51 °C', '-84 °C', '-116 °F', '-116 °F']"
15629,"['80-83 °C', 'Brownish flakes; faint smell of amine; vapor pressure 1.1X10-5 mm Hg at 20 °C; MP: 75-78 °C /technical grade 92% AI/', '80-83 °C']"
13002,['-62 °C']
5281875,['190 °C']
26370,"['2804 °F (NIOSH, 2023)']"
6184,"['-58.2 °C', 'Heat of Fusion at Melting Point = 1.89X10+7 J/kmol', '-56 °C']"
91741,"['202-205 °C', '202-205 °C']"
7853,"['-126 °F (NTP, 1992)', '-88.2 °C', '-88 °C']"
34526,['MP: 15-18 °C /Technical/']
10100,"['75.5 °C', '75.5 °C']"
73674,['186 °C']
91665,['112 - 113 °C']
311,"['307 °F (anhydrous) (NTP, 1992)', '153 °C', '153 °C', '153 °C', '153 °C']"
7944,"['-143 °F (NTP, 1992)', '-96.8 TO -101.8 °C', '-97 - -102 °C']"
23368,['-1 °C']
22386,"['-73 °C', '-50 °C']"
8257,"['-28 °C', '-28 °C']"
241903,"['211-216 °C', '267 °C']"
7957,"['-85 °F (USCG, 1999)', 'FP: SETS TO GLASS BELOW -65 °C']"
16183,['198 °C']
17083,"['374 to 378 °F (NTP, 1992)']"
4616,"['401 to 403 °F (NTP, 1992)', '205-206 °C', '205-206 °C', '205 - 206 °C']"
2083,"['147-149', '151 °C (Lunts); 157-158 °C (Collins)', '157 - 158 °C']"
5745,"['227-229', '222 °C']"
637759,['41.5 °C']
8125,"['-151 °F (USCG, 1999)', '-101.7 °C', '-101.7 °C', '-102 °C']"
8077,['-101.5 °C']
7157,"['145 °C', 'DECOMP TEMP: 125 °C']"
11914,['119 °C']
6037,['250 °C']
439575,['303 °C']
8098,"['-58 °F (NTP, 1992)', '-50 °C']"
6325,"['-272.4 °F (USCG, 1999)', '-169.18 °C', '-169 °C', '-169.2 °C', '-272.4 °F']"
4614,"['158-159 °C', '160.5 to 161.5 °C', '158 - 159 °C']"
6464,"['141 °C', '140-141.5 °C', '141 °C']"
2123,"['168', '172-174 °C', '172 - 174 °C']"
4595,"['231-232 °C', '231 - 232 °C']"
4999,"['137.5-139 °C', '137.5 - 139 °C']"
3385,"['Decomposes at 540-541 °F (EPA, 1998)', '282-283', '282 °C (decomposes)', '280 - 282 °C']"
33775,['184 °C']
31265,['-67.5 °C']
6478,"['16 °F (EPA, 1998)', '-9 °C', '-9 °C', '16 °F', '16 °F']"
22544,"['35 °C', '32 °C']"
21694,['155 °C']
73282,"['178.1 °C (decomposes)', 'Melting point: 186 °C']"
7497,"['-94 °F (NTP, 1992)', 'FREEZING POINT: -70 °C', '-70 °C', '-94 °F', '-94 °F']"
7956,"['greater than 680 °F (DEC.) (NTP, 1992)', '360 °C', '360 °C']"
39793,"['Freezing point below -60 °F (EPA, 1998)', 'Below -51 °C']"
3293,"['less than 32 °F (NTP, 1992)', 'Approximately 0 °C']"
8916,['17 °C']
13981,"['Starts decomposing at approximately 428 °F (NTP, 1992)']"
4993,"['451 to 453 °F (capillary) (NTP, 1992)', '233.5 °C', '233-234 °C (capillary); 240-242 °C (copper block)', '233.5 °C']"
6584,"['-144 °F (NTP, 1992)', '-98.2 °C', '-98.7 °C', '-98 °C', '-145 °F', '-145 °F']"
10133,"['168-171', '165 - 167 °C']"
222528,"['177 °C', '176-178 °C', '171 - 174 °C']"
7296,"['-224.3 °F (NTP, 1992)', '-142.5 °C', '-139.8 °C']"
7403,['164.5-165.5 °C']
14820,"['greater than 3632 °F (NTP, 1992)', '2002 °C']"
3396,['187.5-190']
15100,"['12 °F (NTP, 1992)']"
13689,"['98.6 to 113 °F (EPA, 1998)', '36.5 °C']"
5281,"['156.7 °F (NTP, 1992)', '68.8 °C', '69.3 °C', '68.8 °C', '69-72 °C', '156.7 °F']"
86367,"['75.9 °C', '76 °C']"
6544,"['18 °F (NTP, 1992)', '-8.1 °C', '-8.1 °C', '-8 °C', '17 °F', '17 °F']"
2372,"['137-138 °C', '137 - 138 °C']"
7028,"['119 °C', '118-118.7 °C', 'FINE, WHITE TO OFF-WHITE CRYSTALS OR POWDER; FAINT CHARACTERISTIC ODOR; MP: 182-185 °C; SOLN ARE NEUTRAL TO LITMUS /HCL/', '119 °C']"
12818200,['193-195']
144,"['298-300 °C (decomposes)', 'MP: 273 °C (decomposes); specific optical rotation: +16.0 deg at 22 °C (c=1 in 4M HCl); -32 deg at 22 °C (c=1 in H2O) /(S)-5-Hydroxytryptophan/']"
9189,"['223 to 225 °F (NTP, 1992)']"
11575,['-31.3 °C']
14827,"['887 °C', 'MP: 897 °C, begins to sublime before melting', '888 °C']"
196,"['304 °F (USCG, 1999)', '151,5-154,0 °C', '151.5 °C', '151 - 154 °C', '152 °C', '304 °F']"
2164,"['313 to 316 °F (NTP, 1992)', '157 °C', '157 °C']"
7025,"['83-84 °C', 'MELTING POINT 58-64 °C /MONOHYDRATE/']"
6849,"['142.7 °F (NTP, 1992)', '61 °C']"
9502,"['93-94 °C', '93-94 °C']"
8821,"['-96.2 °F (NTP, 1992)', '-71.2 °C', 'Specific heat at -60 °C: 0.442 cal/g/deg C; MP: 20 °C at 39.2 mm Hg (polymerizes on distillation); azeotropes: 45% water = BP 81 °C; 56.8% ethanol = BP 76 °C', '-71.2 °C', '-71 °C', '-96 °F', '-96 °F']"
8147,['Freezing point= -32.8 °C']
637090,"['72 °C', '72 °C', '72 °C', '72 °C']"
8093,"['-16 °C', 'Liquid Molar Volume = 0.157391 cu m/kmol; IG Heat of Formation = -3.2160X10+8 J/kmol; Heat of Fusion at melting point = 2.4419X10+7 J/kmol', '-16 °C']"
5625,"['226-228 °C', '226 - 228 °C']"
11820,['74 °C']
180,"['-137 °F (NTP, 1992)', '-94.9 °C', '-94.8 °C', '-95 °C', '-137 °F', '-140 °F']"
13360,['FP: -12 °C']
15352,"['243 to 244 °F (NTP, 1992)', '115 - 117 °C']"
119607,['160 - 162 °C']
8034,"['-101 °F (NIOSH, 2023)', 'Freezing pt: -73.9 °C', '-74 °C', '-74 °C', '-101 °F', '-101 °F']"
6758,"['329 to 331 °F (NTP, 1992)', '176 °C', 'MP: 185-186 °C /Dimophic Rotenone/', '163 °C', '165-166 °C', '329-331 °F', '330 °F']"
7632,['29 - 30 °C']
5759,['124.5 °C']
6129,"['288 °F (USCG, 1999)', '145 °C', '142 °C', '293 °F', '293 °F']"
6984,"['54 °F (NTP, 1992)', '14 °C', '14 °C', '57 °F', '61 °F']"
525,"['127-132 °C', '130.97 °C  /OECD Guideline 102 (Melting point / Melting Range)/', 'Crystals; MP: 101 °C /D(+)-Form/']"
8025,"['-110 °F (USCG, 1999)', '-80.5 °C', '-80.5 °C', '-80 °C', '-113 °F', '-113 °F']"
11831,"['316 °F (NTP, 1992)', '158 °C']"
7284,['91.00 °C. @ 760.00 mm Hg']
8259,['19 °C']
19188,"['208 to 212 °F (NTP, 1992)', '98 - 99 °C']"
12894,"['193 °C', '185 °C']"
12073,['165 °C']
10820,['117 - 118 °C']
28935,['72-73 °C']
6726,"['105.5-107.5', '105.5 TO 107.5 °C']"
9595287,"['212 to 216 °F Pure compound changes to different form upon melting, with a melting point of 226 to 230 °F. (EPA, 1998)', '100-102 °C, changes to a different crystalline form, mp 108-110 °C']"
667477,"['Crystals, melting point 184 to 186 °C, 188 to 189 °C (a cis-trans mixture of approx 1:5) /HYDROCHLORIDE/', 'Crystals, melting point 161 to 164 °C, 168 to 169 °C /MALEATE/', 'Melting point 192 to 193 °C /trans-HYDROCHLORIDE/', 'Crystals, melting point 209 to 210.5 °C /cis-HYDROCHLORIDE/']"
5842000,"['203 to 207 °F (NTP, 1992)', '97-98 °C', 'Melting point = 94-97 °C']"
17522,"['57 to 59 °F (EPA, 1998)', '14-15 °C']"
1988,['10.6 °C']
5546,"['601 °F (NTP, 1992)', '316 °C', '316 °C', 'MP: 327 °C (crystals from dimethylformamide)', '316 °C']"
12367,['-35.5 °C']
51081,"['271 dec °C', '271 °C']"
5802,"['590 °F (NTP, 1992)', '310 °C']"
2764,"['255-257 °C', '225-257 °C, decomposes', '255 - 257 °C']"
385,"['106 °C', '103 - 106 °C']"
7648,['125 °C']
31368,"['-32.4 °F (EPA, 1998)', '-35.8 °C', '-35.8 °C', '-32.4 °F', '-32 °F']"
6341,"['-114 °F (NTP, 1992)', '-81.2 °C', '-81.2 °C', '-81 °C', '-114 °F', '-114 °F']"
441457,['77.5-78 °C']
6794,['337 °C']
441207,"['493 to 495 °F when anhydrous (EPA, 1998)', '255.5 °C', '255.5 °C', 'MP: 256-257 °C (anhydrous)', '255.5 °C']"
8512,['193.8 °C']
92839,['11.4 °C']
5481350,['113-115']
10943,"['-12.6 °F (NTP, 1992)', '-24.8 °C', '-24.8 °C']"
8785,"['-60.7 °F (NTP, 1992)', '-51 °C', '-51.3 °C', '-51 °C', '-60.7 °F']"
6853,"['241 to 243 °F (NTP, 1992)', '114.76 °C', 'MP: 116-117 °C']"
65174,['203 °C (dec)']
757,"['79.5 °C', '78-80 °C (alpha-modification); 63 °C (beta-modification, metastable)', 'MP: 79.5 °C', '75 - 80 °C', '80 °C']"
31222,"['268 °F (NTP, 1992)', '131 °C, decomposes', 'Decomposes at its melting point, into azobenzene and aniline.', 'Heat of fusion at melting point= 1.7630X10+7 J/kmol']"
11552,"['-60 °F (USCG, 1999)', '-51 °C', '-51 °C', '-51 °C']"
3352,"['200-201 °C', '201 °C']"
36462,"['236-251 °C', '236-251 °C', '236 - 251 °C']"
670,"['90 °C', '90 °C', '90 °C']"
37768,"['214', '203-204 °C (sesquihydrate)', '203 - 204 °C']"
2717,"['116.2-118.6', '116.2-118.2 °C', '116.2 °C']"
2442,['232-235']
12021,"['0.5 °C', '0.5 °C', '3 °C']"
12647,"['203 dec °C', '203 °C']"
7422,"['59.9 °F (NTP, 1992)', '15.5 °C', '16.1 °C', '59 °F']"
23558,['94-100 °C /OECD Guideline 102/']
25811,['66-67 °C']
7803,['-75.9 °C']
697993,"['351 to 358 °F (NTP, 1992)', '180.2-181.7 °C', 'MP: 170-173 °C /Technical mercaptobenzothiazole/', '177 - 179 °C', '180-182 °C']"
15793,"['120 to 126 °F (NTP, 1992)', '52.9 °C', '49 - 52 °C', '52.9 °C']"
13818,['108.5 °C']
5732,"['193-197', '196 °C']"
23668193,"['520 °F (NTP, 1992)', '271 °C', 'No melting point; decomposes at 280 °C']"
6108,"['468 °F (NTP, 1992)', 'Sublimes', '242 °C']"
564,"['205 °C', '202-203 °C', '205 °C']"
6370,"['-211 °F (USCG, 1999)', '-130.4 °C', '-135 °C', '-211 °F', '-211 °F']"
13662,"['192 to 194 °F (NTP, 1992)']"
3373,"['201-203 °C', '201 - 203 °C']"
7302,"['-49 °F (NTP, 1992)', '-43.53 °C', '-45 °C', '-44 °C']"
17347,['141 °C']
720471,"['541 to 547 °F (NTP, 1992)']"
233706,"['39 °F (NTP, 1992)']"
4058,"['270 °C', '186 - 189 °C']"
444036,['261-273 °C']
54675779,['184.5 °C']
38479,['56-57 °C']
26042,"['3380 °F (decomposes) (NTP, 1992)', '1855 °C', '1855 °C', '3326-3362 °F', '3326-3362 °F']"
27375,"['147-148 °C', '148.1 °C']"
6417,"['91 to 95 °F (USCG, 1999)', '35.5 °C', '35 °C', '36 °C']"
4449,"['83.5 °C', '83-84 °C', 'Crystals from 2-propanol, with slow cooling yields a polymorph. MP: 186.0-187.0 °C. Also reported as crystals from ethanol. Nonhygroscopic. MP. 175-177 °C. Freely solluble in chloroform; soluble in propylene gylcol; slightly soluble in polyethylene glycol, water /Nefazodone hydrchloride/', '83 - 84 °C']"
11519,['-100 °C']
5327,"['387 to 392 °F (NTP, 1992)', '198.5 °C', '176 °C (also reported as mp 178-179 °C; mp 198-199 °C; mp 205-207 °C)', '198.5 °C']"
11648,"['-87.2 °C', '-87.2 °C']"
11772,['106 °C']
31248,['125 °C (decomp)']
17026,['150.5 °C']
31230,"['329 to 334 °F (NTP, 1992)']"
2479,"['166.5 °C', '165-168 °C', '166.5 °C']"
2244,"['275 °F (NTP, 1992)', '138-140', '135 °C (rapid heating)', '135 °C', '135 °C', '275 °F', '275 °F']"
11855,"['187 °F (NTP, 1992)', '86 °C', '86 °C']"
637511,"['-7.5 °C', '-7.5 °C']"
4927,"['140 °F (NTP, 1992)', '60 °C', '60 °C', 'Crystals from ethylene dichloride. Freely soluble in water. Soluble in alcohol, chlorform, practically insoluble in acetone, ether, ethyl acetate; MP: 230-232 °C with some decomp. Max absorption (water): 249, 297 nm (epsilon 28770, 3400). pH of 10% aqueous solution 5.3 /Promethazine hydrochloride/', '60 °C']"
18771,"['220 °C', '225 °C']"
176879,['123-125 °C']
14899,"['-148 °F (USCG, 1999)', '-100 °C']"
7031,"['342 °F (NTP, 1992)', '172 °C']"
84098,['138-138.5 °C']
5284447,['290 dec °C']
7184,"['154 to 156 °F (NTP, 1992)', '68.5 °C', '68 - 69 °C']"
31405,"['97 °F (USCG, 1999)', '37 °C', '36-37 °C']"
3226,['48.5']
10458,['111 °C']
3356,['228-229']
8948,"['160.5 °C', '161 °C']"
15938,"['Decomposes 572 °F (EPA, 1998)', '572 °F (Decomposes)']"
6896,"['47.1 °F (NTP, 1992)', '11.2 °C', '11.2 °C']"
12005,"['38 °C', '40 °C']"
9570071,"['210 to 214 °F (EPA, 1998)', '99-100 °C', '100 °C', '210-214 °F']"
440105,['222 °C']
896,"['117 °C', '116-118 °C', '117 °C']"
23690444,"['greater than 572 °F (NTP, 1992)']"
6556,"['-255.8 °F (NTP, 1992)', '-159.8 °C', '-160 °C', '-255.8 °F']"
3035,"['190 to 194 °F (NTP, 1992)', '89 °C']"
33613,"['194 °C', '194 °C']"
11173,['-59.3 °C']
6953,"['181 to 185 °F (NTP, 1992)', '83 °C']"
6917715,['196-200ºC']
5997,"['148.5 °C', '148.5 °C', 'MP: 145.5 °C (the melt becomes clear at 180 °C); optical rotation (25 °C/D) = -13.7 deg (c = 0.9 in chloroform) /Benzoate/', '148 °C']"
7970,"['-0.9 °F (NTP, 1992)', '-18.1 °C', '-18.1 °C', '-18 °C']"
7151,"['38-43', '38 °C']"
9411,"['317 °F (Sublimes) (NIOSH, 2023)', '158 °C', '158-160 °C', '317 °F (sublimes)', '317 °F (Sublimes)']"
8343,"['-58 °F (NTP, 1992)', '-55 °C', '-50 °C', '-58 °F']"
2481,"['138.5', '138.5 °C', '138 - 139 °C']"
7590,"['-29.4 °C', '-29.4 °C']"
2754,"['160 °C', '159.4-160.3 °C', '160 °C']"
9016,"['133 °F (NTP, 1992)', '58-60 °C', '55 - 56 °C', '58-60 °C']"
7294,"['-105.7 °F (NTP, 1992)', '-75.6 °C', '76.5 °C', '-76.5 °C', '-106 °F', '-106 °F']"
6641,"['40 °C', '39 °C']"
7413,['31 - 32 °C']
441072,['SOLIDIFIES AROUND -2 °C']
4947,"['302 °F (NTP, 1992)', 'Between 146 °C and 150 °C after drying at 110 °C for four hours', '147-149 °C', '150 °C']"
460,"['SOLIDIFIES at 82.4 °F (NTP, 1992)', '32 °C', '28 °C']"
8892,"['27 °F (NTP, 1992)', '-3.4 °C', '-4.00 to -3.00 °C. @ 760.00 mm Hg', '-3 °C']"
5280360,"['67 °C', '67 °C']"
6335,"['-153 °F (NIOSH, 2023)', '-102.7 °C', '-102.7 °C', '-153 °F', '-153 °F']"
241,"['41.9 °F (NTP, 1992)', '5.558 °C', '5.5 °C', '6 °C', '41.9 °F', '42 °F']"
3026,"['-31 °F (NTP, 1992)', '-35 °C', '35 °C', '-35 °C', '-31 °F', '-31 °F']"
7912,"['-78 °F (NTP, 1992)', '-61 °C', '-61 °C', '-78 °F', '-141 °F']"
54677971,['211 dec °C']
4754,"['273 to 280 °F (NTP, 1992)', '137.5 °C', '134-135 °C']"
9633,['-100.6 °C']
2578,"['86 to 90 °F (NTP, 1992)', '31 °C', '31 °C', '31 °C']"
11852,"['445.1 °F (NTP, 1992)', '229.5 °C', '230 °C']"
6540478,"['216 °C', '214-218 °C', '216 °C']"
8115,"['-58 °F (EPA, 1998)', '-51.9 °C', '-50 °C', '-58 °F', '-58 °F']"
126,"['117 °C', '117 °C']"
8452,"['-60.3 °F (NTP, 1992)', '-51.3 °C', '-58 °C', '-51 °C']"
6625,"['293 to 298 °F (NTP, 1992)', '147.9 °C']"
16987,['146.5 °C']
6046,"['84 °F (NTP, 1992)', '29 °C', '84 °F']"
12679,"['41 to 45 °F (NTP, 1992)', 'FP: 5-7 °C', '7.2 °C', '43 °F', '43 °F']"
13308,['165 °C']
56339,['173-176.5 °C']
6643,"['190 to 205 °F (NTP, 1992)', '94-95 °C']"
8680,['-82.7 °C']
16666,"['100 °F (NTP, 1992)', '43 °C', '41-43 °C', '43 °C']"
4171,['120 °C']
4890,"['145-146 °C', '145 - 146 °C']"
21917771,"['2372 °F (NTP, 1992)', 'Approximately 1340 °C', '2372 °F', '2444 °F']"
7852,"['-117.4 °F (USCG, 1999)', '-83 °C', '-83 °C', '-83 °C']"
6565,"['50 °F (NTP, 1992)', '10 °C']"
5509,"['156 dec °C', '155-157 °C (DECOMPOSES)', '156 °C']"
6323,"['-136 °F (EPA, 1998)', '-93.7 °C', '-93.7 °C', '-94 °C', '-137 °F', '-137 °F']"
91699,"['63.5 °C', '63 °C']"
65300,['56 - 64 °C']
7845,"['-164 °F (NTP, 1992)', '-108.966 °C', '-108.9 °C', '-109 °C', '-164 °F', '-164 °F']"
6230,"['202-208C', '204 °C', 'Crystals from methylene chloride and hexane; max absorption: 240 nm (e = 18,690); MP: 161-162 °C /Norethindrone acetate/', '203.5 °C', '397.4 °F']"
10871,['178-179 °C']
8163,"['15 °C', '15 °C']"
39965,['117.2 °C']
7844,"['-301.5 °F (NTP, 1992)', '-185.33 °C', '-185 °C']"
7560,"['133-134 °C', 'Melting point: 65-68 °C /Fenuron trichloroacetate/']"
15331,"['309 to 311 °F (NTP, 1992)', '154-155 °C']"
7729,"['270 to 291 °F (decomposes) (NTP, 1992)']"
6332,"['-182 °F (NTP, 1992)', '-118.4 °C', '-119 °C', '-182 °F', '-182 °F']"
638014,['-35 °C']
107166,['75 - 76 °C']
10977,"['-146 °F (USCG, 1999)', '-99 °C']"
13745,"['203 to 207 °F (NTP, 1992)', '97-98 °C', 'Melting point = 94-97 °C']"
10963,"['-60 °F (EPA, 1998)', '-51 °C']"
54676038,"['290 °C', '287-293 °C', '290 °C']"
10481,"['214 °C', '217 °C']"
8180,"['83.3 °F (USCG, 1999)', '28.6 °C']"
17073,['-52 °C']
10895,['-71.4 °C']
8172,"['24.3 °F (NTP, 1992)', '-7 °C', '-5 - -7 °C']"
12749,['144 °C']
153909,['141 °C']
5833,"['198-207', '134-135 °C', '134.5 °C']"
10478,"['295.7 °F (EPA, 1998)', '146.7 °C', '146-147 °C']"
8814,"['85 °C', '84.5 °C']"
3647,"['272-273', '272-273 °C', '272 - 273 °C']"
31249,"['-21 °C', '-21 °C']"
5852,"['198.5 °C', '202-206 °C']"
135398737,"['183-184 °C', '183-184 °C', '183 - 184 °C']"
86429,['76-79 °C']
16180,"['85-87 °C', 'Decomposes at its melting point']"
971,"['372 °F (Decomposes) (NTP, 1992)', '189.5 dec °C', '189.5 °C (DECOMPOSES)', '189.5 °C', '189.5 °C', '372 °F', '215 °F (Sublimes)']"
4034,['217-224']
37175,"['52.7 °C', '52.7 °C', '50 °C']"
1474,"['72 °C', '70 °C']"
4612,"['147-149 °C', '147-149 °C', '147 - 149 °C']"
439503,['207 °C']
8177,"['-90.6 °F (NTP, 1992)', '-68.1 °C', '-68 °C', '-90.6 °F']"
2206,"['114 °C', '114 °C', '113 °C']"
6396,['-99.06 °C']
6805,['161 °C']
31264,"['54.7 °F (NTP, 1992)', '12', '12.6 °C', '12.6 °C', '12.6 °C']"
3036,"['227 to 228 °F (NTP, 1992)', '108.5 °C', 'Waxy solid. MP: indefinite /Technical/', '108.5 - 109 °C', '109 °C']"
10364,"['1 °C', '3.5 °C']"
253877,"['1346 °F (NTP, 1992)', '730 °C']"
2450,"['266 to 271 °F (NTP, 1992)', '123-130', '131.5 °C', '120-122 °C']"
72,"['221 dec °C', '221 °C']"
4764,"['496 to 504 °F (NTP, 1992)', '262.5 °C', '262.5 °C']"
6588,"['30 °F (NTP, 1992)', '0 °C', '0 °C', '32 °F', '32 °F']"
3016,"['257 to 259 °F (NTP, 1992)', '125-126', '132 °C', '125 - 126 °C']"
76468,['110 - 113 °C']
11312,"['147.2 °F (USCG, 1999)', '63.5 °C']"
5497,"['75 to 79 °F (NTP, 1992)']"
6306,"['285.5 dec °C', '284 °C (decomposes)', '285.5 °C']"
7047,"['5 °F (NTP, 1992)', '-14.78 °C', '-15.6 °C', '-15 °C']"
517277,"['2435 °C', '2435 °C']"
7352,['Freezing pt: -61 °C']
2833,['156 °C']
1150,['114 - 119 °C']
5322,"['166.5 °C', '166.5-168 °C', 'MP: 104 °C /Monohydrate/', '166.5 °C']"
6977,"['56 °C', '55 °C']"
6294,"['228 to 230 °F (NTP, 1992)', '109-110 °C']"
8027,"['-23.4 °C', '-24 °C']"
162097,"['-4 °F (USCG, 1999)']"
35370,"['223 to 234 °F (NTP, 1992)', '113-115 °C', '106-112 °C', '106 - 112 °C']"
54382,"['44.6 °C', 'Off-white; MP: 39-43 °C /Technical/']"
7249,"['144.5 °F (NTP, 1992)', '62.5 °C', '62 - 64 °C']"
17520,"['156.6 °C', '157 - 158 °C']"
3767,"['340.5 °F (NTP, 1992)', '171.4 °C', '171.4 °C', '171.4 °C', '170-173 °C']"
7515,"['-71 °F (NTP, 1992)', '-57 °C', '-57 °C', '-71 °F']"
15797,['45-46 °C']
10972,"['206 °C', '207 - 209 °C']"
4775,['47 - 49 °C']
454,"['-23 °C', 'Liquid Molar Volume = 0.15704 cu m/kmol; IG Heat of Formation = -2.8464X10+8 J/kmol; Heat of Fusion at Melting Point = 2.613X10+7 J/kmol', '-23 °C']"
3902,"['184-185 °C', '181-183 °C', '184 - 185 °C']"
25622,"['142 to 144 °F (NTP, 1992)']"
2955,"['347 to 349 °F (NTP, 1992)', '175.5 °C', '175-176 °C (also a higher melting form, MP 180.5 °C)', 'There are extraordinarily complicated polymorphism conditions in the drugs dapsone and ethambutol chloride. In both cases, four modifications were detected, and in the case of dapsone there exists a hydrate in addition. The dapsone anhydrate is present as enantiotropic Mod. III, which transforms into Mod. II at 80 °C. This form is mostly stable up to its melting point. Mod. I, which crystallizes from the melt, is likewise enantiotropic with Mod. II. In addition, there is enantiotropy between Mod. I and Mod. III. The transformation of Mod. III /between/ Mod. II takes place continuously and independently from nuclei, so that the melting point of Mod. III cannot be determined. In Mod. IV, no enantiotropy with another crystal form could be detected. ...', '175.5 °C']"
7468,['106 °C']
8830,['-29.0 °C']
9414,"['185 °F (EPA, 1998)', '85 °C']"
5753,['179 °C']
14210,['Solidifies at -28 °C']
61424,['687 °C']
60966,['63 °C']
12901,"['161 °F (EPA, 1998)', '72-72.7 °C', '72 °C']"
637563,"['70.4 °F (NTP, 1992)', '21.3 °C', 'Liquid Molar Volume = 0.1507 cu m/kmol; Heat of Fusion @ Melting Point = 1.60E+7 J/kmol']"
8490,"['401 °F (NIOSH, 2023)', '205.5 °C', 'Impure military grades containing about 10% HMX /hexamethylenetetramine, has a melting point of/ about 190 °C.', '205.5 °C', '401 °F', '401 °F']"
643790,['7 °C (45 °F)']
6234,"['155.5 dec °C', '155-156 °C (decomposes)', '147 °C']"
5881,"['140-141 °C', '140 - 141 °C']"
15098,['-97 °C']
7124,"['156 °C', '156 °C']"
2730,"['108 to 110 °F (NTP, 1992)', '41-42 °C', '42 °C', '41-42 °C', '108 °F', '108 °F']"
7165,['-34 °C']
3487,"['78-81', '85-87 °C', 'MP: 84 °C ... forms a hydrate and a water soluble hydrochloride.', 'Crystals; mp: 102.5-103 °C; specific optical rotation: 176 deg at 20 °C/D (methanol) /dextro-glutethimide/', 'Crystals; mp: 102-103 °C; specific optical rotation: -181 deg at 20 °C/D (methanol) /levo-Glutethimide/', '84 °C']"
4544,['230 - 233 °C']
4158,"['74-75 °C', '224 - 226 °C']"
31369,"['-202 °F (NTP, 1992)', '-130 °C', '-130 °C', '-153 °F', '-153 °F']"
20083,"['-31.6 °C', 'Soluble in alcohol, ether, acetone; max absorption (vapor): 196 nm; max absorption (hexane): 175 nm (log e = 2.5); mp: -31.6 °C /dl-Form/', '-38.6 °C', '-38.6 °C']"
11369,"['3.5 °C', 'MP: 3-4 °C', '3-4 °C']"
92270,"['39 °F (NTP, 1992)']"
335,"['88 °F (EPA, 1998)', '31.0 °C', '29.8 °C', '31 °C', '88 °F']"
8445,"['126 to 129 °F (NTP, 1992)', '51.5 °C', '51.5 °C']"
7441,"['268 to 271 °F (NTP, 1992)']"
7654,['-31.1 °C']
6408,"['-105.3 °C', '-105.5 °C']"
8083,"['23.2 °F (NTP, 1992)', '-4.8 °C', 'MP: 145-147 °C; prisms from alcohol; sparingly soluble in water /Morpholine picrate/', 'Soluble in water, methanol, ethanol, acetone, ethyl acetate, benzene, chloroform; practically insoluble in toluene, xylene, ether, petroleum ether, carbon tetrachloride; MP: 110-111 °C; crystals from ethanol /Morpholine salicylate/', '-4.9 °C', '-5 °C', '23.2 °F', '23 °F']"
5426,"['516 to 520 °F (NTP, 1992)', '270 °C', '270 °C', '270 °C']"
980,"['235 to 239 °F (Sublimes) (NTP, 1992)', '113.8 °C', '113-114 °C', '113.8 °C', '111-116 °C', '235-239 °F (sublimes)']"
61021,['246.2 °C (closed capillary)']
13432,"['174 to 180 °F (NTP, 1992)']"
8468,['211.5 °C']
6337,"['-218 °F (NTP, 1992)', '-138.7 °C', '-218 °F', '-218 °F']"
3776,"['-127.3 °F (NTP, 1992)', '-89.5 °C', '-87.9 °C', '-90 °C', '-127 °F', '-127 °F']"
6885,['75 °C']
10439,"['138 to 140 °F (NTP, 1992)', '58.1 °C', '58 °C', '137 °F', '137 °F']"
6110,"['152.5 °C', '152.5 °C']"
